metric,value
yield,-0.17565261192891257
base_yield,-0.0665316243953572
excess_yield,-0.11442964644735754
vol,0.21967432980802276
sharpe,-0.7996046332879152
te,0.07494528623628943
ir,-1.5268424766112814
maxdd,0.24213016814478183
Max Drawdown Start,2022-07-29 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,0.06492559831410538
Second Drawdown Start,2022-02-18 00:00:00
Second Drawdown End,2022-04-15 00:00:00
monthly_winrate,0.375
turnover,13.0
cost,0.0015151515151515152
