metric,value
yield,-0.15791097200613446
base_yield,-0.0665316243953572
excess_yield,-0.09881187398334101
vol,0.19311411951661672
sharpe,-0.8177080598839737
te,0.039830360869622494
ir,-2.480817944551993
maxdd,0.1927473966591834
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.3333333333333333
turnover,5.199999999999999
cost,0.0006242424242424243
