metric,value
yield,-0.13963642340156224
base_yield,-0.0665316243953572
excess_yield,-0.0789654801010431
vol,0.19390868670989972
sharpe,-0.7201143268556484
te,0.041338730668170835
ir,-1.910205727769076
maxdd,0.15262374528501366
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.2916666666666667
turnover,5.199999999999999
cost,0.0006242424242424243
