cost,turnover,strategy_ret,benchmark_ret,excess_ret,strategy_nav,benchmark_nav,excess_nav
0.003,0.5,0.001615513032583729,-0.0063673926494070415,0.007982905681990771,1.0016155130325837,0.993632607350593,1.0079829056819907
0.0013800000000000002,0.23,-0.03506370744372808,-0.0245949730771722,-0.010468734366555883,0.9664951597125095,0.9691942401242047,0.9974306003963767
0.0016200000000000001,0.27,-0.044301798668386246,-0.03755442096794238,-0.006747377700443868,0.9236776857329562,0.9327967116308753,0.9907005594055218
0.0017400000000000002,0.29000000000000004,-0.01005927897545881,0.01002378970922037,-0.02008306868467918,0.9143861542087622,0.9421468697097155,0.9708042520250307
0.0017400000000000002,0.29000000000000004,0.023070060249077824,0.028150929883419298,-0.0050808696343414735,0.935481097877281,0.9686691801787967,0.9658717221800271
0.0016200000000000001,0.27,0.0015628718732708907,-0.014222275431035823,0.015785147304306715,0.93694313497313,0.9548925002967381,0.9811181495917033
0.00132,0.22,-0.05147312224631881,-0.020471548141729537,-0.031001574104589272,0.8887157464488088,0.935344372506737,0.9507019425717786
0.0014399999999999999,0.24,-0.0401269067137832,-0.046980931894400856,0.0068540251806176525,0.8530543325959873,0.8914010222441868,0.9572180776254278
0.00147,0.245,0.011678165478451043,0.010873882751691792,0.0008042827267592517,0.8630164422541529,0.9010940124448084,0.9579879515910035
0.0014100000000000002,0.23500000000000004,-0.030363813060706,-0.006578791757544327,-0.023785021303161673,0.8368119723332321,0.8951659025829639,0.9352021877542392
0.0017700000000000003,0.29500000000000004,0.006011184879170142,0.02468470295203806,-0.018673518072867917,0.8418422038080302,0.9172628069810174,0.9177386727994249
0.0012900000000000001,0.21500000000000002,-0.06138060778442694,-0.04823473929072692,-0.013145868493700016,0.7901694176797119,0.8730188746252076,0.9056742008952209
0.00102,0.17,0.028919351577937215,0.0062513167548179675,0.022668034823119246,0.8130206048757254,0.8784763921434244,0.9262040552195144
0.0018900000000000004,0.31500000000000006,-0.12505382805744986,-0.11094434315420432,-0.01410948490324554,0.7113492659464326,0.781014405840597,0.91313579308507
0.0020399999999999997,0.33999999999999997,0.08280137916873447,0.055497314172342584,0.02730406499639188,0.7702499662374641,0.8243586076946581,0.9380681121299965
0.00207,0.345,-0.012984044246820318,-0.011520049862615081,-0.0014639943842052368,0.760249006594725,0.8148619554293396,0.9366947856818363
0.00147,0.245,0.033380730966159136,0.030898067089694694,0.0024826638764644422,0.7856266741511533,0.8400396147970352,0.9390202839895211
0.00213,0.355,0.02480613191352394,0.026714764135210043,-0.0019086322216861039,0.8051150330649299,0.8624810749705707,0.9372280396186818
0.0017100000000000001,0.28500000000000003,0.0013022746285618293,-0.0005798277847159668,0.0018821024132777962,0.8061635139455641,0.861980984479511,0.9389919987738398
0.0016500000000000002,0.275,0.05118724594362453,0.030404264578260523,0.02078298136536401,0.8474288040046721,0.8881888823930555,0.9585070519865824
0.0015300000000000001,0.255,0.005485267479611054,0.007294448823832779,-0.001809181344221725,0.8520771776645647,0.8946677307415688,0.9567729389098233
0.0015,0.25,0.03369320094274922,0.022993464338025342,0.010699736604723876,0.8807863852303476,0.9152392413027571,0.9670101573466859
0.0012000000000000001,0.2,0.019720103697989655,0.014173398801740327,0.005546704896249328,0.8981555840828676,0.9282112920687433,0.9723738773211638
0.00159,0.265,0.018373192089257362,0.013897879175362622,0.00447531291389474,0.9146575691552612,0.9411114604551218,0.9767255546914732
0.0016500000000000002,0.275,-0.03472393318386468,-0.02387212182879504,-0.01085181135506964,0.8828970608377978,0.918645133016662,0.9661263132262855
0.00159,0.265,-0.009796830393219913,-0.0031430842231109876,-0.0066537461701089255,0.8742474680780976,0.9157577539924396,0.9596979539698146
0.0015,0.25,-0.001982647437714877,-0.002892804247217567,0.0009101568095026898,0.8725141435755838,0.9131086460722678,0.960571429597686
0.0016500000000000002,0.275,0.009211310496121415,0.010716374916654529,-0.001505064420533114,0.8805511422643159,0.9228938606632171,0.9591257077156179
0.0012300000000000002,0.20500000000000002,0.0062415999323115826,-0.009133620512376815,0.015375220444688397,0.8860471902142697,0.914464498366717,0.9738724769059133
0.0015,0.25,0.013486044393081315,0.01956591387821747,-0.006079869485136157,0.8979964619558644,0.9323568319864474,0.967951459351159
0.0015,0.25,-0.006969559737548259,0.006128271430915027,-0.013097831168463286,0.8917378219701559,0.9380705677233283,0.9552733945573099
0.0015,0.25,-0.02996330574254412,-0.017040968941107064,-0.012922336801437055,0.8650184089682738,0.9220849363141884,0.9429290300153882
0.00141,0.235,-0.022749367941784743,-0.01322862798070519,-0.009520739961079553,0.8453397869062372,0.9098870177250757,0.9339516479188587
0.0013500000000000003,0.22500000000000003,0.02151452920567711,0.0162348569581009,0.005279672247576209,0.8635268744403524,0.9246589033058754,0.938882606514954
0.00159,0.265,-0.062301245546436394,-0.05855931423005889,-0.0037419313163775045,0.8097280745998973,0.870511512031565,0.9353693722872336
0.0016500000000000002,0.275,-0.023741499296263544,-0.02486315377438109,0.0011216544781175453,0.790503916086619,0.8488678504455551,0.9364185335323536
0.0015600000000000002,0.26,-0.03099708366224988,-0.025676637992843115,-0.005320445669406766,0.7660006000643459,0.8270717779459017,0.9314363696008691
0.0016200000000000001,0.27,0.07245081309029895,0.06068415983189654,0.011766653258402412,0.8214979663666647,0.8772619339112216,0.9423962583942277
0.0017700000000000003,0.29500000000000004,-0.02974328493751251,-0.02869714578678385,-0.0010461391507286602,0.797063918277434,0.8520870203005754,0.9414103807728212
0.0016500000000000002,0.275,-0.009172522036623125,-0.017451118645747513,0.008278596609124387,0.7897528319224371,0.8372171486128085,0.9492039375588815
0.0015,0.25,0.06992378663211624,0.0634390578035976,0.006484728828518638,0.8449753404338911,0.8903294156978198,0.9553592676969129
0.00213,0.355,0.008772588811304488,0.010790897258355088,-0.0020183084470505996,0.8523879616512096,0.8999368689487062,0.9534310580169522
0.00219,0.365,0.012033830191369277,0.006663529574427612,0.005370300616941665,0.8626454536388876,0.9059336248900636,0.958551269416032
0.00147,0.245,-0.03574321545334425,-0.008568064190647725,-0.027175151262696526,0.8318117313296249,0.8981715274395393,0.9325024936766015
0.00141,0.235,0.038857143577551205,0.04426356004940728,-0.005406416471856072,0.8641335592033915,0.9379277967790272,0.9274609968347416
0.0013800000000000002,0.23,0.009420701381746936,-0.012634700997196734,0.02205540237894367,0.8722743034185928,0.9260773595097647,0.947916522310708
0.0015,0.25,-0.026724660184525365,-0.026729343863574104,4.683679048739231e-06,0.8489630690720373,0.9013239193231575,0.9479209620474636
0.0015,0.25,-0.011891865380885694,-0.015502282994554929,0.0036104176136692347,0.838867314541289,0.8873513408560485,0.9513433525852061
0.0015300000000000001,0.255,0.018268757564656905,0.017925327231319673,0.00034343033333723155,0.8541923781395587,0.9032574040100434,0.9516700727499026
0.00141,0.235,0.017039535305694496,0.011825564603447549,0.005213970702246946,0.8687474193247229,0.9139389327947065,0.9566320526274258
0.00369,0.615,0.009436390583463166,0.012979661641408055,-0.003543271057944889,0.8769452592918466,0.9258015509032913,0.9532424459622486
0.00219,0.365,0.016322440832265715,0.02463292223063867,-0.008310481398372954,0.8912591463997738,0.9486067485076968,0.9453205423469397
0.00192,0.32,-0.00029051151354029083,0.0058770123094147395,-0.00616752382295503,0.8910002253561965,0.9541817220454704,0.9394902553816862
0.00207,0.345,0.022375131443157788,0.01884731398155833,0.003527817461599459,0.9109364725144246,0.9721654845563253,0.9428046055096241
0.00192,0.32,-0.003117729158564589,4.0819741154220045e-05,-0.003158548899718809,0.9080964193124664,0.9722051680997641,0.9398267110602418
0.00219,0.365,-0.010783620770389298,-0.0075226863781064,-0.003260934392282898,0.8983038519036524,0.9648915735249753,0.9367619978153594
0.0022500000000000003,0.375,0.005583660373320353,0.02014889017131789,-0.014565229797997537,0.9033196755247278,0.9843330678671601,0.9231178440511474
0.00198,0.33,-0.031895598259024216,-0.02104731431774236,-0.010848283941281855,0.8745077540547189,0.9636155003944125,0.9131035995676166
0.00234,0.39,-0.02415028259835287,-0.00880412717345713,-0.015346155424895739,0.8533881446598466,0.9551317069826255,0.8990909698096202
0.00252,0.42000000000000004,0.013269508818946124,0.01885530107177562,-0.005585792252829498,0.8647121861713944,0.9731410028809818,0.8940688344358687
0.0021,0.35,0.015602533402488029,0.014266582902248283,0.0013359505002397461,0.8782038869396721,0.9870243996741604,0.8952632661424821
0.0018,0.3,-0.005998835418501238,-0.0018268444451708258,-0.004171990973330412,0.872935686358033,0.9852212596323677,0.8915282358773813
0.00213,0.355,0.00303946569932206,0.013173719272909236,-0.010134253573587175,0.8755889444344324,0.9982002879284667,0.882493262666987
0.0020099999999999996,0.33499999999999996,-0.03690403052565361,-0.03550246477846777,-0.0014015657471858414,0.8432761833010992,0.96276171736443,0.8812563903379107
0.00213,0.355,0.014954395067951334,0.017599677224922377,-0.0026452821569710426,0.855886868497578,0.9797060128345557,0.8789252185328331
