metric,value
yield,-0.17179558841876696
base_yield,-0.0665316243953572
excess_yield,-0.1089939616437462
vol,0.21423745387754148
sharpe,-0.8018933445548024
te,0.054433781657719844
ir,-2.0023220567165683
maxdd,0.20261009760975257
Max Drawdown Start,2022-06-24 00:00:00
Max Drawdown End,2023-10-13 00:00:00
maxdd2,0.06254055256859958
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-04-15 00:00:00
monthly_winrate,0.25
turnover,29.86816326530612
cost,0.003441818181818182
