metric,value
yield,-0.1623346898316702
base_yield,-0.0665316243953572
excess_yield,-0.09908479736799136
vol,0.21857010899362173
sharpe,-0.7427122152206431
te,0.06400195478156644
ir,-1.548152672932567
maxdd,0.181291030501469
Max Drawdown Start,2022-01-14 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.3333333333333333
turnover,14.69265306122449
cost,0.0017084848484848487
