metric,value
yield,-0.16089335194065857
base_yield,-0.0665316243953572
excess_yield,-0.09868360550065047
vol,0.20628316738390803
sharpe,-0.779963551951984
te,0.04564979193923815
ir,-2.16175367528515
maxdd,0.18227831127356264
Max Drawdown Start,2022-01-21 00:00:00
Max Drawdown End,2023-12-15 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.25
turnover,23.17448979591837
cost,0.002677272727272727
