metric,value
yield,-0.1293835320272133
base_yield,-0.0665316243953572
excess_yield,-0.06628838575095897
vol,0.20655681388795383
sharpe,-0.6263822993387043
te,0.06688685200812422
ir,-0.9910525575774958
maxdd,0.14064447880949027
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.4166666666666667
turnover,11.219795918367348
cost,0.001311818181818182
