metric,value
yield,-0.1669133891968596
base_yield,-0.0665316243953572
excess_yield,-0.10571898717068395
vol,0.2023764172611194
sharpe,-0.8247669933868675
te,0.042212899511083174
ir,-2.5044237281764308
maxdd,0.1896961351451819
Max Drawdown Start,2022-01-21 00:00:00
Max Drawdown End,2023-12-15 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.25
turnover,22.19816326530612
cost,0.0025657575757575763
