metric,value
yield,-0.16071645043176286
base_yield,-0.0665316243953572
excess_yield,-0.09844927747212728
vol,0.21164049607919655
sharpe,-0.7593842076972936
te,0.06000464437928829
ir,-1.6406942910923885
maxdd,0.18221487006694626
Max Drawdown Start,2022-01-14 00:00:00
Max Drawdown End,2023-12-01 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.2916666666666667
turnover,13.854285714285712
cost,0.0016127272727272726
