metric,value
yield,-0.13743828940885694
base_yield,-0.0665316243953572
excess_yield,-0.07375256704867383
vol,0.21357089781246413
sharpe,-0.6435253623812596
te,0.06454922581672665
ir,-1.1425786462269594
maxdd,0.1436954605381795
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.375
turnover,10.447755102040817
cost,0.0012236363636363636
