metric,value
yield,-0.09103715942642532
base_yield,-0.0665316243953572
excess_yield,-0.022569894767218046
vol,0.2137193049502449
sharpe,-0.425966009236364
te,0.053023233271303385
ir,-0.42566047701646026
maxdd,0.10074291704304084
Max Drawdown Start,2022-10-28 00:00:00
Max Drawdown End,2023-10-13 00:00:00
maxdd2,0.05698733910939591
Second Drawdown Start,2022-03-11 00:00:00
Second Drawdown End,2022-04-15 00:00:00
monthly_winrate,0.5
turnover,12.092653061224492
cost,0.0014115151515151515
