metric,value
yield,-0.15325535480364227
base_yield,-0.0665316243953572
excess_yield,-0.09135435144919546
vol,0.21127044265361142
sharpe,-0.7253989383404293
te,0.06430389155034077
ir,-1.4206659853187584
maxdd,0.18575876962693927
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.3333333333333333
turnover,9.442244897959185
cost,0.0011087878787878788
