epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9696686832665355,0.9734190837675784,gru_gp3_cross_ind,32,1
2,0.9657377658582671,0.972988222451771,gru_gp3_cross_ind,32,1
3,0.964415530743297,0.9729382690010953,gru_gp3_cross_ind,32,1
4,0.9632163318158757,0.9729109278747013,gru_gp3_cross_ind,32,1
5,0.9621324787754159,0.9729860938396775,gru_gp3_cross_ind,32,1
6,0.9610053096861297,0.9732146831620642,gru_gp3_cross_ind,32,1
7,0.959787826610965,0.9733858025875413,gru_gp3_cross_ind,32,1
8,0.9581936588388864,0.9735856024908418,gru_gp3_cross_ind,32,1
9,0.9568970925032312,0.9740109006647303,gru_gp3_cross_ind,32,1
1,0.9686762723079415,0.9719886916274784,gru_gp3_cross_ind,64,1
2,0.964996232476297,0.972305974915248,gru_gp3_cross_ind,64,1
3,0.9633223351953332,0.9725448214957694,gru_gp3_cross_ind,64,1
4,0.9616700643144841,0.9729406743490395,gru_gp3_cross_ind,64,1
5,0.9599089312110926,0.9734081372994334,gru_gp3_cross_ind,64,1
6,0.957929454841468,0.9739380621609568,gru_gp3_cross_ind,64,1
1,0.9747088398745185,0.966942031549502,gru_gp3_cross_ind,32,2
2,0.9686210343084837,0.9660066261824676,gru_gp3_cross_ind,32,2
3,0.96738858787637,0.965564088479376,gru_gp3_cross_ind,32,2
4,0.9664930540636966,0.9653274704886892,gru_gp3_cross_ind,32,2
5,0.9656006948257747,0.9651914902880222,gru_gp3_cross_ind,32,2
6,0.964629023012362,0.9652623835998245,gru_gp3_cross_ind,32,2
7,0.9636258291884473,0.9654580379840191,gru_gp3_cross_ind,32,2
8,0.9625345223514657,0.9659323977770181,gru_gp3_cross_ind,32,2
9,0.9613689001924113,0.9664376489975282,gru_gp3_cross_ind,32,2
10,0.9604502940805335,0.9669934786573241,gru_gp3_cross_ind,32,2
1,0.9709353588756762,0.9659072257546936,gru_gp3_cross_ind,64,2
2,0.9678768146665473,0.9653828141558523,gru_gp3_cross_ind,64,2
3,0.9665126742187299,0.965258121113234,gru_gp3_cross_ind,64,2
4,0.9651740027101416,0.9652584735854266,gru_gp3_cross_ind,64,2
5,0.9637097632257562,0.9656481623398101,gru_gp3_cross_ind,64,2
6,0.962039173025834,0.9663120141009238,gru_gp3_cross_ind,64,2
7,0.9603042167111447,0.9671732981999716,gru_gp3_cross_ind,64,2
8,0.9583212216904289,0.9684252420809701,gru_gp3_cross_ind,64,2
