metric,value
yield,-0.1645222828580255
base_yield,-0.0665316243953572
excess_yield,-0.10459813533745554
vol,0.19801235151855842
sharpe,-0.8308687897310583
te,0.03819004710726077
ir,-2.7388846901309303
maxdd,0.20855529097693515
Max Drawdown Start,2022-06-24 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,0.034383770223784804
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-04-29 00:00:00
monthly_winrate,0.125
turnover,13.0
cost,0.0015151515151515152
