epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.006071596731244704,0.00459800788569225,gru_gp3_cross_raw,32,1
2,0.004014535648082322,0.004418170383344835,gru_gp3_cross_raw,32,1
3,0.00388845611174538,0.004383723330762268,gru_gp3_cross_raw,32,1
4,0.0038513948072833883,0.004370618223197007,gru_gp3_cross_raw,32,1
5,0.0038314319053546863,0.004364001685499112,gru_gp3_cross_raw,32,1
6,0.0038150890857920733,0.004361163149294326,gru_gp3_cross_raw,32,1
7,0.003799601582308019,0.004361150340674085,gru_gp3_cross_raw,32,1
8,0.003785628745104613,0.004365043998343729,gru_gp3_cross_raw,32,1
9,0.003772054639274832,0.004374589871306035,gru_gp3_cross_raw,32,1
10,0.0037589672673036096,0.004376043547473128,gru_gp3_cross_raw,32,1
11,0.003746020094266336,0.004382141270017361,gru_gp3_cross_raw,32,1
12,0.0037335919905870777,0.004388719375006573,gru_gp3_cross_raw,32,1
1,0.005201273403581899,0.004440552985467831,gru_gp3_cross_raw,64,1
2,0.003915563537119014,0.00438838972839206,gru_gp3_cross_raw,64,1
3,0.003844338636077721,0.004386378794090681,gru_gp3_cross_raw,64,1
4,0.0038137999439498155,0.004400061959979914,gru_gp3_cross_raw,64,1
5,0.003790669398017301,0.004421347890640101,gru_gp3_cross_raw,64,1
6,0.0037714121189663862,0.004428414503668098,gru_gp3_cross_raw,64,1
7,0.0037517864419773675,0.0044357315319230265,gru_gp3_cross_raw,64,1
8,0.003728822167499162,0.004452169590097453,gru_gp3_cross_raw,64,1
1,0.008341731676635773,0.003925329143032117,gru_gp3_cross_raw,32,2
2,0.004576186053454876,0.003685868000867089,gru_gp3_cross_raw,32,2
3,0.0044253494568463215,0.003641401622385447,gru_gp3_cross_raw,32,2
4,0.004384355995755054,0.0036252662274232016,gru_gp3_cross_raw,32,2
5,0.004364392326801623,0.0036104829148841306,gru_gp3_cross_raw,32,2
6,0.004351852046031701,0.0036057297907620355,gru_gp3_cross_raw,32,2
7,0.004341089678805713,0.0036018535201064457,gru_gp3_cross_raw,32,2
8,0.004331056233005304,0.0035970423145628367,gru_gp3_cross_raw,32,2
9,0.004323380124068966,0.0035984311036702703,gru_gp3_cross_raw,32,2
10,0.004315353951809046,0.003596853237905646,gru_gp3_cross_raw,32,2
11,0.004308018185026748,0.0036039441482081445,gru_gp3_cross_raw,32,2
12,0.004299454732038277,0.0036036784437441815,gru_gp3_cross_raw,32,2
13,0.004292397147020031,0.003612847082643035,gru_gp3_cross_raw,32,2
14,0.004284313227981329,0.0036181140507331694,gru_gp3_cross_raw,32,2
15,0.004277541191366158,0.0036199092776573534,gru_gp3_cross_raw,32,2
1,0.005595030461339966,0.003688641674502238,gru_gp3_cross_raw,64,2
2,0.0044302658910716055,0.0036306880770117546,gru_gp3_cross_raw,64,2
3,0.004371699221726311,0.003611691356027491,gru_gp3_cross_raw,64,2
4,0.0043496043917624965,0.0036091934766754007,gru_gp3_cross_raw,64,2
5,0.00433468896895647,0.0036101060082452206,gru_gp3_cross_raw,64,2
6,0.00431995463287948,0.003611669348128423,gru_gp3_cross_raw,64,2
7,0.004309544159516104,0.0036132438879515113,gru_gp3_cross_raw,64,2
8,0.00429726961816318,0.0036196323987961066,gru_gp3_cross_raw,64,2
9,0.004284621632633437,0.003622966387725675,gru_gp3_cross_raw,64,2
