metric,value
yield,-0.07113016134778216
base_yield,-0.0665316243953572
excess_yield,-0.0030740123750079285
vol,0.20401142976262748
sharpe,-0.3486577268270897
te,0.053934027420081666
ir,-0.056995787669721805
maxdd,0.07359356962270913
Max Drawdown Start,2022-11-11 00:00:00
Max Drawdown End,2023-07-28 00:00:00
maxdd2,0.0711686134003574
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-04-15 00:00:00
monthly_winrate,0.5
turnover,12.917755102040815
cost,0.0015057575757575757
