epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.00553931319027708,0.004579778770454416,gru_gp3_train_raw,32,1
2,0.0038904872035107466,0.004456035848589567,gru_gp3_train_raw,32,1
3,0.0037773453557302596,0.004438665995820418,gru_gp3_train_raw,32,1
4,0.0037245268938050293,0.004428683919049487,gru_gp3_train_raw,32,1
5,0.003673254323393253,0.004424042218587823,gru_gp3_train_raw,32,1
6,0.00363016636268435,0.004439256664173787,gru_gp3_train_raw,32,1
7,0.00358918573116115,0.004433861286027216,gru_gp3_train_raw,32,1
8,0.003549311531064056,0.004436197945507666,gru_gp3_train_raw,32,1
9,0.0035102430612355164,0.004445657406017936,gru_gp3_train_raw,32,1
10,0.0034748848172323574,0.004441289148027343,gru_gp3_train_raw,32,1
1,0.005264549158634536,0.004496940673806337,gru_gp3_train_raw,64,1
2,0.003788486092074827,0.004432713109099877,gru_gp3_train_raw,64,1
3,0.0036881961981769995,0.004468684727443429,gru_gp3_train_raw,64,1
4,0.0036285828361053867,0.0044550093129558975,gru_gp3_train_raw,64,1
5,0.0035737742805613537,0.004448304182708952,gru_gp3_train_raw,64,1
6,0.003519146580922145,0.004410343911858792,gru_gp3_train_raw,64,1
7,0.0034705554893876803,0.0044023139732928965,gru_gp3_train_raw,64,1
8,0.0034201887557455887,0.0043894432674889934,gru_gp3_train_raw,64,1
9,0.003372031209675705,0.004399791625504452,gru_gp3_train_raw,64,1
10,0.0033268517002211194,0.004410874865021745,gru_gp3_train_raw,64,1
11,0.003278143013198148,0.00442649083732463,gru_gp3_train_raw,64,1
12,0.003232437553553736,0.004450628888585894,gru_gp3_train_raw,64,1
13,0.0031851187109943136,0.004472419588255281,gru_gp3_train_raw,64,1
1,0.005420296906346553,0.0036673895255289186,gru_gp3_train_raw,32,2
2,0.004379779896208722,0.0036252270406505038,gru_gp3_train_raw,32,2
3,0.004315390281722341,0.0036182085357661427,gru_gp3_train_raw,32,2
4,0.004280050656219062,0.003619277916597163,gru_gp3_train_raw,32,2
5,0.00424820147074857,0.0036301076017273,gru_gp3_train_raw,32,2
6,0.00421463399194181,0.0036469240061828734,gru_gp3_train_raw,32,2
7,0.0041855330980922045,0.0036712449961558047,gru_gp3_train_raw,32,2
8,0.004153359575246118,0.0037000055777553454,gru_gp3_train_raw,32,2
1,0.005823440542689672,0.0035913193285001545,gru_gp3_train_raw,64,2
2,0.004396300997928177,0.003557650321300774,gru_gp3_train_raw,64,2
3,0.004309163741571339,0.0035815244129925716,gru_gp3_train_raw,64,2
4,0.004270748176464909,0.0036046653396532504,gru_gp3_train_raw,64,2
5,0.004228237763194269,0.0036242950991589875,gru_gp3_train_raw,64,2
6,0.004193952722769035,0.0036560562061035873,gru_gp3_train_raw,64,2
7,0.0041590400623451726,0.003682794587250469,gru_gp3_train_raw,64,2
