epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9939086254051679,1.0063587117846273,biagru_gp2_train_normalize,32,1
2,0.9911206927004079,1.0077773854762566,biagru_gp2_train_normalize,32,1
3,0.9900725455263296,1.0085734140221811,biagru_gp2_train_normalize,32,1
1,0.9933828416740009,1.0052591944191636,biagru_gp2_train_normalize,64,1
2,0.990933884895004,1.0060736445569192,biagru_gp2_train_normalize,64,1
3,0.9896536466856711,1.0062790571891962,biagru_gp2_train_normalize,64,1
1,0.9968316208688837,0.997356510615047,biagru_gp2_train_normalize,32,2
2,0.9944890322183307,0.997895988356715,biagru_gp2_train_normalize,32,2
3,0.9928602760402779,0.9985927202530551,biagru_gp2_train_normalize,32,2
1,0.997089389499865,0.9975260507456863,biagru_gp2_train_normalize,64,2
2,0.9944760640043961,0.9984612316521915,biagru_gp2_train_normalize,64,2
3,0.9929170418099353,0.9985203037533579,biagru_gp2_train_normalize,64,2
