epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.0055496708538757406,0.0043663354566078165,gru_gp1_cross_raw,32,1
2,0.0039345242841043165,0.004325248514294249,gru_gp1_cross_raw,32,1
3,0.003865233355600338,0.004318396055076991,gru_gp1_cross_raw,32,1
4,0.003837207271376885,0.0043204584420157765,gru_gp1_cross_raw,32,1
5,0.0038252017815601424,0.004323262028677874,gru_gp1_cross_raw,32,1
6,0.0038200075684499614,0.004322738034998951,gru_gp1_cross_raw,32,1
7,0.003815770252047546,0.0043218924880160815,gru_gp1_cross_raw,32,1
8,0.0038131607532975015,0.0043178051328599575,gru_gp1_cross_raw,32,1
9,0.003810121198428803,0.004316023727507182,gru_gp1_cross_raw,32,1
10,0.003805915715008177,0.004314451704893512,gru_gp1_cross_raw,32,1
11,0.0038031188210149143,0.004313105868445631,gru_gp1_cross_raw,32,1
12,0.003799968406351641,0.0043142920980198665,gru_gp1_cross_raw,32,1
13,0.0037965094777409752,0.004315553725102306,gru_gp1_cross_raw,32,1
14,0.003793852868404516,0.004318133069930144,gru_gp1_cross_raw,32,1
15,0.0037897988363610395,0.004318124469381389,gru_gp1_cross_raw,32,1
16,0.003786652179650442,0.004319120627464022,gru_gp1_cross_raw,32,1
1,0.004273265867603853,0.004338962168280161,gru_gp1_cross_raw,64,1
2,0.003884604349925577,0.004341911699157208,gru_gp1_cross_raw,64,1
3,0.0038452309288906023,0.004337991787386792,gru_gp1_cross_raw,64,1
4,0.0038352177608514198,0.004331167511438497,gru_gp1_cross_raw,64,1
5,0.0038275441347253325,0.004330078806109852,gru_gp1_cross_raw,64,1
6,0.0038193782905114643,0.0043257950475447254,gru_gp1_cross_raw,64,1
7,0.0038145561536060296,0.004328744274665828,gru_gp1_cross_raw,64,1
8,0.0038106738358144304,0.00432836461006155,gru_gp1_cross_raw,64,1
9,0.0038053338117511153,0.004327977954668282,gru_gp1_cross_raw,64,1
10,0.0038012369084944662,0.004326262809199226,gru_gp1_cross_raw,64,1
11,0.003795529558886591,0.004325328046992077,gru_gp1_cross_raw,64,1
12,0.003789828104774293,0.004327039252438371,gru_gp1_cross_raw,64,1
13,0.0037852575157069517,0.004328143228228916,gru_gp1_cross_raw,64,1
14,0.0037789595902818114,0.004327233767277804,gru_gp1_cross_raw,64,1
15,0.003773327038153664,0.004330022938005595,gru_gp1_cross_raw,64,1
16,0.0037662214007305886,0.004331121414395033,gru_gp1_cross_raw,64,1
1,0.00496438093434431,0.0036200803433415257,gru_gp1_cross_raw,32,2
2,0.004414844317851882,0.0036175707522150963,gru_gp1_cross_raw,32,2
3,0.004368587467868469,0.00362624167779044,gru_gp1_cross_raw,32,2
4,0.004355650807387735,0.0036310223162072056,gru_gp1_cross_raw,32,2
5,0.004352159135313214,0.0036250309481281585,gru_gp1_cross_raw,32,2
6,0.004348563197510023,0.0036216246240226087,gru_gp1_cross_raw,32,2
7,0.004346596692615238,0.0036187539783891936,gru_gp1_cross_raw,32,2
1,0.00482350453489313,0.003564746198657004,gru_gp1_cross_raw,64,2
2,0.004414083552546799,0.003554565325587642,gru_gp1_cross_raw,64,2
3,0.004375730039012668,0.003558151836051185,gru_gp1_cross_raw,64,2
4,0.004363125984949109,0.003563906057278001,gru_gp1_cross_raw,64,2
5,0.004355664634341864,0.0035689539725023795,gru_gp1_cross_raw,64,2
6,0.004350524827543842,0.0035723609086479756,gru_gp1_cross_raw,64,2
7,0.0043472143443987555,0.0035753866533831326,gru_gp1_cross_raw,64,2
