metric,value
yield,-0.13579739431848747
base_yield,-0.0665316243953572
excess_yield,-0.07196512454363002
vol,0.21356545118605438
sharpe,-0.6358584385457703
te,0.06462839955289697
ir,-1.1135216877021394
maxdd,0.14074672216028272
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.375
turnover,10.23816326530612
cost,0.0011996969696969697
