epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9940961836369537,1.0051318576105503,biagru_gp1_train_normalize,32,1
2,0.9923827926339541,1.006460410707137,biagru_gp1_train_normalize,32,1
3,0.9914423224707358,1.0073418600969957,biagru_gp1_train_normalize,32,1
1,0.9938924348380368,1.0047803645123954,biagru_gp1_train_normalize,64,1
2,0.9919907278401623,1.0065731089405652,biagru_gp1_train_normalize,64,1
3,0.990980976647555,1.0079474077254784,biagru_gp1_train_normalize,64,1
1,0.9978936243057251,0.9963619042549455,biagru_gp1_train_normalize,32,2
2,0.9966856519485775,0.9963487206883571,biagru_gp1_train_normalize,32,2
3,0.9958745283829539,0.9961001866728948,biagru_gp1_train_normalize,32,2
4,0.9947858426759117,0.99624041628234,biagru_gp1_train_normalize,32,2
5,0.9931744678396928,0.9968229162542126,biagru_gp1_train_normalize,32,2
1,0.9980794771094071,0.9969377622071198,biagru_gp1_train_normalize,64,2
2,0.9967063794951689,0.9968789016144185,biagru_gp1_train_normalize,64,2
3,0.995561971601687,0.9970527574231353,biagru_gp1_train_normalize,64,2
4,0.9939920844843513,0.9972616500743834,biagru_gp1_train_normalize,64,2
