metric,value
yield,-0.1517191672571827
base_yield,-0.0665316243953572
excess_yield,-0.08965866627978936
vol,0.21145698311854264
sharpe,-0.717494239346681
te,0.06436154117389196
ir,-1.3930472242351941
maxdd,0.1828927128177269
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.3333333333333333
turnover,9.245918367346938
cost,0.0010863636363636364
