epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9973623448389066,1.0063794657212346,gru_gp3_train_normalize,32,1
2,0.9903839998370175,1.0065967365473258,gru_gp3_train_normalize,32,1
3,0.9876892963448727,1.0069914203481514,gru_gp3_train_normalize,32,1
4,0.9851738527482253,1.0075320114358133,gru_gp3_train_normalize,32,1
5,0.9828410892214577,1.00809674979258,gru_gp3_train_normalize,32,1
6,0.9802878744997833,1.008685445459951,gru_gp3_train_normalize,32,1
1,0.9936669293189153,1.0090011264346226,gru_gp3_train_normalize,64,1
2,0.9883593776503244,1.0083590316421844,gru_gp3_train_normalize,64,1
3,0.9848626429076799,1.0077244861035788,gru_gp3_train_normalize,64,1
4,0.9813608973893015,1.0071270398232115,gru_gp3_train_normalize,64,1
5,0.9777231716498017,1.007564201074488,gru_gp3_train_normalize,64,1
6,0.9733125630391998,1.0090587592425466,gru_gp3_train_normalize,64,1
7,0.9689256482184193,1.0115980115257392,gru_gp3_train_normalize,64,1
8,0.9643386378070933,1.01420670710191,gru_gp3_train_normalize,64,1
9,0.9595300168709984,1.017214165139599,gru_gp3_train_normalize,64,1
1,1.0009655345427362,0.9972511088546319,gru_gp3_train_normalize,32,2
2,0.9942960107953925,0.9963205017872501,gru_gp3_train_normalize,32,2
3,0.9913481182801096,0.9966750948489467,gru_gp3_train_normalize,32,2
4,0.9884742004620402,0.997781567809954,gru_gp3_train_normalize,32,2
5,0.9859201306418369,0.9991766123832027,gru_gp3_train_normalize,32,2
6,0.9833708633560884,1.0006685829112298,gru_gp3_train_normalize,32,2
7,0.9806892589518899,1.0024113800958239,gru_gp3_train_normalize,32,2
1,0.9973107030203467,0.995718457276308,gru_gp3_train_normalize,64,2
2,0.9920560605275004,0.9960711714084641,gru_gp3_train_normalize,64,2
3,0.9884515402505273,0.9976905821999417,gru_gp3_train_normalize,64,2
4,0.9848640702900133,1.0001249984849858,gru_gp3_train_normalize,64,2
5,0.9808182409562562,1.0033975986740258,gru_gp3_train_normalize,64,2
6,0.9765896464021583,1.0068566727487347,gru_gp3_train_normalize,64,2
