metric,value
yield,-0.17565818331729965
base_yield,-0.0665316243953572
excess_yield,-0.11414130480807982
vol,0.22607921236269257
sharpe,-0.776976270757243
te,0.08470236433509465
ir,-1.347557482061782
maxdd,0.2194511123307148
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.4166666666666667
turnover,7.773469387755103
cost,0.0009181818181818183
