epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9724222145096183,0.9727041520992247,gru_gp3_train_ind,32,1
2,0.9654099901560612,0.972533743171131,gru_gp3_train_ind,32,1
3,0.9636858767752564,0.9724881164416546,gru_gp3_train_ind,32,1
4,0.96231303595039,0.9723858064463159,gru_gp3_train_ind,32,1
5,0.9609124501719746,0.9724245363173365,gru_gp3_train_ind,32,1
6,0.9594659587962138,0.9725209007493588,gru_gp3_train_ind,32,1
7,0.9579204639102694,0.9728442299015382,gru_gp3_train_ind,32,1
8,0.9562393888245504,0.9731682422531753,gru_gp3_train_ind,32,1
9,0.9545668697708559,0.9737535919211492,gru_gp3_train_ind,32,1
1,0.9687435000354025,0.9723681883902109,gru_gp3_train_ind,64,1
2,0.9645419069382821,0.9718465663555289,gru_gp3_train_ind,64,1
3,0.962538518239317,0.971509812759752,gru_gp3_train_ind,64,1
4,0.9605412702503162,0.9714482930027136,gru_gp3_train_ind,64,1
5,0.9584058468844172,0.9715541377037513,gru_gp3_train_ind,64,1
6,0.9560116492374495,0.9720036765607465,gru_gp3_train_ind,64,1
7,0.9535372616422229,0.9729567012366127,gru_gp3_train_ind,64,1
8,0.9507887096969841,0.9742813653805676,gru_gp3_train_ind,64,1
9,0.9480412243560412,0.9761616641483387,gru_gp3_train_ind,64,1
1,0.9726909916965585,0.9678890917623093,gru_gp3_train_ind,32,2
2,0.9682553445665459,0.9670122849287363,gru_gp3_train_ind,32,2
3,0.9669650192637192,0.966908248290734,gru_gp3_train_ind,32,2
4,0.9657631175141586,0.9669381020441337,gru_gp3_train_ind,32,2
5,0.9646361586608385,0.9671981674206408,gru_gp3_train_ind,32,2
6,0.9635356769436284,0.9675626966017711,gru_gp3_train_ind,32,2
7,0.9621308717915886,0.9681976785891167,gru_gp3_train_ind,32,2
8,0.9609042998677806,0.9689038283965759,gru_gp3_train_ind,32,2
1,0.9719074921231521,0.9669767699915649,gru_gp3_train_ind,64,2
2,0.9674643608770872,0.9668004369433922,gru_gp3_train_ind,64,2
3,0.9658398103086572,0.9670891744175037,gru_gp3_train_ind,64,2
4,0.9643278341544302,0.9675132737884039,gru_gp3_train_ind,64,2
5,0.9627138885385111,0.9682273439717192,gru_gp3_train_ind,64,2
6,0.9609473507027877,0.9693613214583336,gru_gp3_train_ind,64,2
7,0.9589971697330475,0.970640847325828,gru_gp3_train_ind,64,2
