metric,value
yield,-0.13605188767784626
base_yield,-0.0665316243953572
excess_yield,-0.0717111647088784
vol,0.21594336584387158
sharpe,-0.6300350425037491
te,0.06573400463737687
ir,-1.0909294984304496
maxdd,0.15031858310621582
Max Drawdown Start,2022-01-14 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.375
turnover,13.0
cost,0.0015151515151515152
