epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9683545691868103,0.9715130476891494,biagru_gp2_train_ind,32,1
2,0.966963991522789,0.9718425389097518,biagru_gp2_train_ind,32,1
3,0.966022954627416,0.9723313897848129,biagru_gp2_train_ind,32,1
1,0.9685851400270733,0.9715837723567706,biagru_gp2_train_ind,64,1
2,0.9670064565786628,0.9720464453977697,biagru_gp2_train_ind,64,1
3,0.9659664432099292,0.9722657903653233,biagru_gp2_train_ind,64,1
1,0.970145639181137,0.966608756453679,biagru_gp2_train_ind,32,2
2,0.9692669761180878,0.9662656420645331,biagru_gp2_train_ind,32,2
3,0.9686896458111312,0.9657046059264413,biagru_gp2_train_ind,32,2
4,0.9680570201811037,0.965617217469316,biagru_gp2_train_ind,32,2
5,0.9673910076680936,0.9654769303929454,biagru_gp2_train_ind,32,2
6,0.9665111151494478,0.9652703313887874,biagru_gp2_train_ind,32,2
7,0.9656148552580883,0.965115660982293,biagru_gp2_train_ind,32,2
8,0.9645220376629579,0.9651348097917902,biagru_gp2_train_ind,32,2
9,0.9633777387518632,0.9651731281592373,biagru_gp2_train_ind,32,2
1,0.9705314282367103,0.9662872147962513,biagru_gp2_train_ind,64,2
2,0.9691818528426321,0.965730225235098,biagru_gp2_train_ind,64,2
3,0.9683849976564709,0.9657896089402935,biagru_gp2_train_ind,64,2
4,0.9674609379391921,0.9658073507532289,biagru_gp2_train_ind,64,2
