epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9979683797172063,1.0013328874561966,gru_gp2_cross_normalize,32,1
2,0.9934349224687143,1.0032176777344792,gru_gp2_cross_normalize,32,1
3,0.9919177179415934,1.0048131231500321,gru_gp2_cross_normalize,32,1
4,0.9911513408263698,1.0056348001005269,gru_gp2_cross_normalize,32,1
5,0.9906669452656305,1.0060448437428273,gru_gp2_cross_normalize,32,1
6,0.9903251732736176,1.006376480480202,gru_gp2_cross_normalize,32,1
1,0.995086451382356,1.0035780272563966,gru_gp2_cross_normalize,64,1
2,0.9921332488088629,1.0055158612858348,gru_gp2_cross_normalize,64,1
3,0.991151296952536,1.0064155378011095,gru_gp2_cross_normalize,64,1
4,0.9905591427173677,1.0069151781186336,gru_gp2_cross_normalize,64,1
5,0.9900751097298606,1.0075340809441413,gru_gp2_cross_normalize,64,1
6,0.9895679120738954,1.0077668124136805,gru_gp2_cross_normalize,64,1
1,1.000811972618103,0.996643491686648,gru_gp2_cross_normalize,32,2
2,0.9966720628738404,0.9973322199618263,gru_gp2_cross_normalize,32,2
3,0.9958532724255009,0.9977931817875633,gru_gp2_cross_normalize,32,2
4,0.9955115384177158,0.9980800818290388,gru_gp2_cross_normalize,32,2
5,0.9950730369906676,0.9982774092929776,gru_gp2_cross_normalize,32,2
6,0.9948037540912629,0.9983834463332776,gru_gp2_cross_normalize,32,2
1,0.9980288682172173,0.9977558174716772,gru_gp2_cross_normalize,64,2
2,0.996170580512599,0.9981519169948272,gru_gp2_cross_normalize,64,2
3,0.9955557366735057,0.9983458360539207,gru_gp2_cross_normalize,64,2
4,0.9951863938883732,0.9984782075328666,gru_gp2_cross_normalize,64,2
5,0.9948471329714123,0.9985725022066495,gru_gp2_cross_normalize,64,2
6,0.9944088885031248,0.9987578837177421,gru_gp2_cross_normalize,64,2
