epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9684125659051941,0.9719842061275193,gru_gp2_cross_ind,32,1
2,0.9670827481488994,0.9720834463584322,gru_gp2_cross_ind,32,1
3,0.9665323542064975,0.9721722996034542,gru_gp2_cross_ind,32,1
4,0.9660171763930779,0.9722678973143842,gru_gp2_cross_ind,32,1
5,0.9656490699172541,0.9723844251462391,gru_gp2_cross_ind,32,1
6,0.9653631390182212,0.9725028697182151,gru_gp2_cross_ind,32,1
1,0.9693183473364234,0.972693945555126,gru_gp2_cross_ind,64,1
2,0.9669673776327262,0.9727315754950547,gru_gp2_cross_ind,64,1
3,0.9665288939161072,0.9726843529639124,gru_gp2_cross_ind,64,1
4,0.9661171331546192,0.9727607194115134,gru_gp2_cross_ind,64,1
5,0.9656974400950832,0.9729788163129021,gru_gp2_cross_ind,64,1
6,0.9653713498183213,0.9731476728906151,gru_gp2_cross_ind,64,1
7,0.9649444794095239,0.9733918573425597,gru_gp2_cross_ind,64,1
8,0.964580200384798,0.973717836271815,gru_gp2_cross_ind,64,1
1,0.9737931692286541,0.9666561195116002,gru_gp2_cross_ind,32,2
2,0.9696270948962161,0.9662793146658547,gru_gp2_cross_ind,32,2
3,0.9691470765440088,0.9661538974393772,gru_gp2_cross_ind,32,2
4,0.9688924624731666,0.9660467807250687,gru_gp2_cross_ind,32,2
5,0.9686312894444716,0.9659527779128481,gru_gp2_cross_ind,32,2
6,0.9683427596719641,0.9659230695243626,gru_gp2_cross_ind,32,2
7,0.9681593643677862,0.965897256311988,gru_gp2_cross_ind,32,2
8,0.9679611018456911,0.9659499270755028,gru_gp2_cross_ind,32,2
9,0.9677262515770761,0.9658915232002484,gru_gp2_cross_ind,32,2
10,0.967394677149622,0.9659221708020077,gru_gp2_cross_ind,32,2
11,0.96712686419487,0.9660115956254146,gru_gp2_cross_ind,32,2
12,0.9668733640093552,0.9661015015614184,gru_gp2_cross_ind,32,2
13,0.9664423267464889,0.9661794404188792,gru_gp2_cross_ind,32,2
14,0.9661799336420862,0.9662828045555308,gru_gp2_cross_ind,32,2
1,0.9704342975741939,0.9666302826585649,gru_gp2_cross_ind,64,2
2,0.9694678999875721,0.9663885010697167,gru_gp2_cross_ind,64,2
3,0.969087387197896,0.9661863663780035,gru_gp2_cross_ind,64,2
4,0.968746134481932,0.9661147444811551,gru_gp2_cross_ind,64,2
5,0.9683960634156278,0.9660618149278536,gru_gp2_cross_ind,64,2
6,0.9679704686528758,0.9659509287856299,gru_gp2_cross_ind,64,2
7,0.9675421484520561,0.9659330055180482,gru_gp2_cross_ind,64,2
8,0.9670028930588772,0.965937561123683,gru_gp2_cross_ind,64,2
9,0.9664231316353146,0.9660711107374746,gru_gp2_cross_ind,64,2
10,0.9659086747545945,0.9663805705082568,gru_gp2_cross_ind,64,2
11,0.9651939162768816,0.9666618048390255,gru_gp2_cross_ind,64,2
12,0.9646499385645515,0.966945653097539,gru_gp2_cross_ind,64,2
