epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9675383633531337,0.9719831966051534,biagru_gp3_cross_ind,32,1
2,0.965787120195976,0.9719589474070974,biagru_gp3_cross_ind,32,1
3,0.9642115327078182,0.9720813618237231,biagru_gp3_cross_ind,32,1
4,0.9624289419323075,0.9724281853487512,biagru_gp3_cross_ind,32,1
1,0.9676113094825411,0.9705742168075898,biagru_gp3_cross_ind,64,1
2,0.9652645864145725,0.9703718045679461,biagru_gp3_cross_ind,64,1
3,0.9631909284268925,0.9702150304527843,biagru_gp3_cross_ind,64,1
4,0.9609592102110126,0.970528519955002,biagru_gp3_cross_ind,64,1
5,0.9582134408461475,0.9711016163605601,biagru_gp3_cross_ind,64,1
1,0.9700393938390832,0.965968132019043,biagru_gp3_cross_ind,32,2
2,0.9685730749368667,0.9652322188711367,biagru_gp3_cross_ind,32,2
3,0.9674108916521073,0.9647757701481445,biagru_gp3_cross_ind,32,2
4,0.9660842794807334,0.9645581856558595,biagru_gp3_cross_ind,32,2
5,0.9647856462942926,0.9648150255911461,biagru_gp3_cross_ind,32,2
6,0.963141730208146,0.9652419275120844,biagru_gp3_cross_ind,32,2
1,0.9704842124800933,0.9656034594849695,biagru_gp3_cross_ind,64,2
2,0.9686432741190257,0.9646379627004454,biagru_gp3_cross_ind,64,2
3,0.9670935533862365,0.9639572413158819,biagru_gp3_cross_ind,64,2
4,0.9655210910345379,0.9639155775434357,biagru_gp3_cross_ind,64,2
5,0.9635752709288347,0.9648748178522295,biagru_gp3_cross_ind,64,2
6,0.9609926049646579,0.9672062200835988,biagru_gp3_cross_ind,64,2
