epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.003904075092609614,0.004356676505725956,biagru_gp3_train_raw,32,1
2,0.0037096076241824533,0.004354286360742227,biagru_gp3_train_raw,32,1
3,0.0036635908531279233,0.00434957625013737,biagru_gp3_train_raw,32,1
4,0.0036177403737351656,0.004362471050488911,biagru_gp3_train_raw,32,1
5,0.0035697273665014247,0.004378216224233424,biagru_gp3_train_raw,32,1
1,0.0038876535675201693,0.004357694910874418,biagru_gp3_train_raw,64,1
2,0.003697012354773327,0.004328956433763618,biagru_gp3_train_raw,64,1
3,0.0036238539134310845,0.004353569751065381,biagru_gp3_train_raw,64,1
4,0.003550240977776062,0.004392643253213311,biagru_gp3_train_raw,64,1
1,0.004490362266568761,0.003614004844807497,biagru_gp3_train_raw,32,2
2,0.00431905912774566,0.003622638028731986,biagru_gp3_train_raw,32,2
3,0.004284605761303713,0.0036342955383035958,biagru_gp3_train_raw,32,2
1,0.004478437776285175,0.00358415491051799,biagru_gp3_train_raw,64,2
2,0.004294662569208365,0.003614902649593504,biagru_gp3_train_raw,64,2
3,0.004248246390029396,0.0036780299930263484,biagru_gp3_train_raw,64,2
