metric,value
yield,-0.12768095164855953
base_yield,-0.0665316243953572
excess_yield,-0.06161392882261674
vol,0.21888927330069086
sharpe,-0.583312967891134
te,0.05906606249039607
ir,-1.043135875743113
maxdd,0.14121906036603926
Max Drawdown Start,2022-01-07 00:00:00
Max Drawdown End,2023-08-18 00:00:00
maxdd2,0.013451857489732544
Second Drawdown Start,2023-08-25 00:00:00
Second Drawdown End,2023-09-15 00:00:00
monthly_winrate,0.4166666666666667
turnover,13.0
cost,0.0015151515151515152
