epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9674037521192601,0.9719404171244437,biagru_gp3_train_ind,32,1
2,0.9654718024501634,0.971121697991836,biagru_gp3_train_ind,32,1
3,0.9637993995799768,0.9700765497043353,biagru_gp3_train_ind,32,1
4,0.9614233583472181,0.9698603367354689,biagru_gp3_train_ind,32,1
5,0.95866532526162,0.9702548494859904,biagru_gp3_train_ind,32,1
6,0.9556400702705029,0.9710615559034989,biagru_gp3_train_ind,32,1
1,0.9679243448454741,0.9712043688828204,biagru_gp3_train_ind,64,1
2,0.965516015952331,0.9707051215051603,biagru_gp3_train_ind,64,1
3,0.9633192174039032,0.970468792219122,biagru_gp3_train_ind,64,1
4,0.9604587785932175,0.9710718736428172,biagru_gp3_train_ind,64,1
5,0.9571005478826673,0.9728848211655096,biagru_gp3_train_ind,64,1
1,0.9700412375989713,0.9666667178210326,biagru_gp3_train_ind,32,2
2,0.9679191793893513,0.9665727377692356,biagru_gp3_train_ind,32,2
3,0.9666101561094586,0.9668217698733012,biagru_gp3_train_ind,32,2
4,0.9652061528281162,0.9670652745896754,biagru_gp3_train_ind,32,2
1,0.9701588409511667,0.9662494689603395,biagru_gp3_train_ind,64,2
2,0.9679570751441152,0.9662311500889339,biagru_gp3_train_ind,64,2
3,0.9662386182421132,0.9666630840754207,biagru_gp3_train_ind,64,2
4,0.9643930970367632,0.9674981713043487,biagru_gp3_train_ind,64,2
