epoch,train_loss,val_loss,model_name,hidden_size,window_id
1,0.9976164403505721,1.0020771099238837,gru_gp2_train_normalize,32,1
2,0.9919282417890807,1.0036071298503075,gru_gp2_train_normalize,32,1
3,0.9904104547339235,1.0043919022594179,gru_gp2_train_normalize,32,1
4,0.989136876302515,1.0049453276295621,gru_gp2_train_normalize,32,1
5,0.9881611939145488,1.0054678913174557,gru_gp2_train_normalize,32,1
6,0.9869980621415976,1.0061296376110125,gru_gp2_train_normalize,32,1
1,0.9935569020728356,1.003362217745861,gru_gp2_train_normalize,64,1
2,0.9907736430782418,1.003876099441232,gru_gp2_train_normalize,64,1
3,0.9895465775478355,1.004561379927547,gru_gp2_train_normalize,64,1
4,0.9882559875701452,1.0053913535691108,gru_gp2_train_normalize,64,1
5,0.9866664351399288,1.0061766048188971,gru_gp2_train_normalize,64,1
6,0.9848441467600098,1.0067115113013934,gru_gp2_train_normalize,64,1
1,0.9974173842292083,0.9958698049124786,gru_gp2_train_normalize,32,2
2,0.9946610337809513,0.9961721865688196,gru_gp2_train_normalize,32,2
3,0.9932524662268789,0.996792555735584,gru_gp2_train_normalize,32,2
4,0.9920289668283965,0.9973263637426031,gru_gp2_train_normalize,32,2
5,0.9904819127760436,0.9981318411696309,gru_gp2_train_normalize,32,2
6,0.9887396328386507,0.999258811715283,gru_gp2_train_normalize,32,2
1,0.9981612318440487,0.9960292108702761,gru_gp2_train_normalize,64,2
2,0.9943570753775145,0.9967425712050265,gru_gp2_train_normalize,64,2
3,0.9928565536988408,0.9973287734552778,gru_gp2_train_normalize,64,2
4,0.9912200284004211,0.9978183604745422,gru_gp2_train_normalize,64,2
5,0.989378268154044,0.9985425887228567,gru_gp2_train_normalize,64,2
6,0.9871870453420438,0.9994150510820156,gru_gp2_train_normalize,64,2
