metric,value
yield,-0.1407126099553253
base_yield,-0.0665316243953572
excess_yield,-0.07729874901810219
vol,0.211460871032583
sharpe,-0.6654309578325892
te,0.05991383129599932
ir,-1.2901653482351032
maxdd,0.14687779346822116
Max Drawdown Start,2022-01-14 00:00:00
Max Drawdown End,2023-12-08 00:00:00
maxdd2,-0.0
Second Drawdown Start,2022-01-07 00:00:00
Second Drawdown End,2022-01-07 00:00:00
monthly_winrate,0.375
turnover,10.418571428571427
cost,0.0012203030303030303
